train_loss,val_loss,train_acc,val_acc
1.2993798352777959,1.0370199978351593,0.39765166340508806,0.6043956043956044
1.019229094311595,0.745704859495163,0.5898238747553816,0.7032967032967034
0.7931832613423466,0.6114233483870825,0.684931506849315,0.7472527472527473
0.6491499735042453,0.5241925045847893,0.7499021526418786,0.7692307692307693
0.568476969562471,0.444664607445399,0.772211350293542,0.7912087912087912
0.4709717411547899,0.45789683423936367,0.82426614481409,0.8021978021978022
0.4076600132510066,0.4145882651209831,0.8477495107632094,0.7912087912087912
0.3635277020744979,0.37281849700957537,0.8626223091976517,0.8241758241758241
0.32624439196661115,0.34265337853382033,0.8849315068493151,0.8461538461538461
0.3004620018415153,0.348850947804749,0.8958904109589041,0.8241758241758241
0.2632646817713976,0.33616821219523746,0.9193737769080235,0.8131868131868132
0.22505315786693245,0.28697168252741295,0.9272015655577299,0.8571428571428571
0.2043619916890748,0.3151186464043955,0.9315068493150684,0.8461538461538461
0.17845496158115565,0.25543435911337536,0.9373776908023483,0.8681318681318682
0.14333730536745862,0.2975521249851833,0.9557729941291585,0.8681318681318682
0.12918899413198232,0.22658762661740184,0.9604696673189824,0.8901098901098901
0.12534606055123731,0.27721394194910925,0.9581213307240705,0.8901098901098901
0.10372065419796854,0.25849884197426337,0.9679060665362035,0.8681318681318682
0.08615242084488273,0.24329185024059066,0.9741682974559687,0.8571428571428571
0.08514347611926495,0.26442212883072597,0.9765166340508806,0.8901098901098901
0.07063711194787174,0.2044742008438334,0.9808219178082191,0.9010989010989011
0.05816510370932519,0.19602415636957934,0.9863013698630136,0.9230769230769231
0.056913393852300945,0.21461975023460886,0.986692759295499,0.9010989010989011
0.0567383183632046,0.2666814379626885,0.9851272015655578,0.8681318681318682
0.05089768919133349,0.286884002329316,0.9855185909980431,0.8791208791208791
0.04717676666914485,0.2724109840928577,0.986692759295499,0.8791208791208791
0.038619078254851044,0.26874188663593185,0.9906066536203523,0.9010989010989011
0.036813251121202484,0.22309169511815222,0.9906066536203523,0.9120879120879121
0.026852570169285172,0.2822206590596276,0.9956947162426615,0.9010989010989011
0.030303921581798933,0.2458611821057275,0.9929549902152642,0.9340659340659341
0.031224244051554707,0.29210229791351594,0.9906066536203523,0.9010989010989011
0.03149626310478197,0.35825079173082486,0.9906066536203523,0.8901098901098901
0.03540685626649065,0.3194951136247255,0.9894324853228963,0.9120879120879121
0.022705850361307966,0.20647277621901594,0.9953033268101761,0.9230769230769231
0.0263268091595819,0.26308428827420965,0.9921722113502935,0.9120879120879121
0.0226912103327777,0.22062236032797955,0.9933463796477495,0.9340659340659341
0.020471658394671976,0.1957297390229845,0.9941291585127201,0.9340659340659341
0.02056240952661028,0.21979877253761515,0.9937377690802348,0.9340659340659341
0.016271609688556055,0.2779843206323373,0.9956947162426615,0.8901098901098901
0.015291729800446774,0.26549363050920266,0.9960861056751468,0.8791208791208791
0.013107251352266758,0.3987397984431785,0.9968688845401175,0.8791208791208791
0.018876696120969427,0.2360433617820187,0.9953033268101761,0.9120879120879121
0.021669839749665697,0.3207351591166419,0.9945205479452055,0.8901098901098901
0.01820678100993973,0.4135863251673679,0.9949119373776908,0.8791208791208791
0.015423610225479934,0.1541948027249115,0.9949119373776908,0.9560439560439561
0.012420320372802962,0.28648342855012743,0.9964774951076321,0.8901098901098901
0.014065216813469306,0.2362402141249428,0.9964774951076321,0.9340659340659341
0.013530955925125454,0.23201221607935926,0.9964774951076321,0.9230769230769231
0.010403494304591731,0.30004291990189813,0.9972602739726028,0.9340659340659341
0.013852861355735513,0.19184352299392535,0.9953033268101761,0.9340659340659341
